"","date_use","total_cases","new_case","avg_cases","total_deaths","new_deaths","avg_deaths"
"763",2021-03-24,1166389,553,464,22775,18,22
"764",2021-03-23,1165836,513,464,22757,14,24
"765",2021-03-22,1165323,565,476,22743,19,25
"766",2021-03-21,1164758,306,481,22724,22,25
"767",2021-03-20,1164452,351,488,22702,31,25
"768",2021-03-19,1164101,470,495,22671,25,26
"769",2021-03-18,1163631,488,508,22646,26,27
"770",2021-03-17,1163143,555,521,22620,30,28
"771",2021-03-16,1162588,598,531,22590,24,29
"772",2021-03-15,1161990,600,538,22566,15,30
"773",2021-03-14,1161390,356,558,22551,25,33
"774",2021-03-13,1161034,397,573,22526,34,35
"775",2021-03-12,1160637,563,587,22492,38,35
"776",2021-03-11,1160074,579,598,22454,27,35
"777",2021-03-10,1159495,626,609,22427,37,37
"778",2021-03-09,1158869,643,614,22390,34,39
"779",2021-03-08,1158226,744,621,22356,37,41
"780",2021-03-07,1157482,457,632,22319,37,43
"781",2021-03-06,1157025,498,639,22282,35,48
"782",2021-03-05,1156527,637,657,22247,36,52
"783",2021-03-04,1155890,657,676,22211,45,56
"784",2021-03-03,1155233,665,693,22166,48,59
"785",2021-03-02,1154568,689,724,22118,51,62
"786",2021-03-01,1153879,822,753,22067,51,63
"787",2021-02-28,1153057,507,784,22016,73,65
"788",2021-02-27,1152550,620,794,21943,58,66
"789",2021-02-26,1151930,771,813,21885,67,67
"790",2021-02-25,1151159,775,840,21818,67,71
"791",2021-02-24,1150384,883,881,21751,67,76
"792",2021-02-23,1149501,896,935,21684,55,78
"793",2021-02-22,1148605,1035,1005,21629,69,85
"794",2021-02-21,1147570,575,1049,21560,76,88
"795",2021-02-20,1146995,758,1092,21484,67,90
"796",2021-02-19,1146237,961,1159,21417,96,93
"797",2021-02-18,1145276,1061,1251,21321,99,95
"798",2021-02-17,1144215,1258,1356,21222,86,101
"799",2021-02-16,1142957,1385,1459,21136,101,105
"800",2021-02-15,1141572,1347,1564,21035,90,107
"801",2021-02-14,1140225,871,1763,20945,92,115
"802",2021-02-13,1139354,1227,1837,20853,88,118
"803",2021-02-12,1138127,1610,1964,20765,108,121
"804",2021-02-11,1136517,1796,2132,20657,141,129
"805",2021-02-10,1134721,1975,2306,20516,115,128
"806",2021-02-09,1132746,2121,2502,20401,118,134
"807",2021-02-08,1130625,2743,2747,20283,140,137
"808",2021-02-07,1127882,1384,3014,20143,117,143
"809",2021-02-06,1126498,2122,3158,20026,110,149
"810",2021-02-05,1124376,2781,3345,19916,159,158
"811",2021-02-04,1121595,3019,3505,19757,136,159
"812",2021-02-03,1118576,3347,3753,19621,155,166
"813",2021-02-02,1115229,3833,4029,19466,144,166
"814",2021-02-01,1111396,4610,4319,19322,181,169
"815",2021-01-31,1106786,2393,4583,19141,157,176
"816",2021-01-30,1104393,3433,4699,18984,172,176
"817",2021-01-29,1100960,3897,4844,18812,168,179
"818",2021-01-28,1097063,4755,5228,18644,183,186
"819",2021-01-27,1092308,5285,5601,18461,154,189
"820",2021-01-26,1087023,5863,6069,18307,170,200
"821",2021-01-25,1081160,6452,6553,18137,229,206
"822",2021-01-24,1074708,3211,6583,17908,158,206
"823",2021-01-23,1071497,4448,6704,17750,194,218
"824",2021-01-22,1067049,6583,7074,17556,212,225
"825",2021-01-21,1060466,7367,7529,17344,205,236
"826",2021-01-20,1053099,8559,7996,17139,235,244
"827",2021-01-19,1044540,9249,8403,16904,208,245
"828",2021-01-18,1035291,6665,8939,16696,231,255
"829",2021-01-17,1028626,4056,10052,16465,244,263
"830",2021-01-16,1024570,7041,10278,16221,241,269
"831",2021-01-15,1017529,9767,10815,15980,288,276
"832",2021-01-14,1007762,10635,11499,15692,259,274
"833",2021-01-13,997127,11405,12220,15433,246,275
"834",2021-01-12,985722,13007,13224,15187,276,282
"835",2021-01-11,972715,14454,14202,14911,284,280
"836",2021-01-10,958261,5636,15272,14627,291,280
"837",2021-01-09,952625,10800,15665,14336,290,276
"838",2021-01-08,941825,14556,16165,14046,275,269
"839",2021-01-07,927269,15682,14871,13771,265,267
"840",2021-01-06,911587,18435,14174,13506,290,267
"841",2021-01-05,893152,19854,14390,13216,267,259
"842",2021-01-04,873298,21939,14673,12949,283,248
"843",2021-01-03,851359,8392,14607,12666,263,240
"844",2021-01-02,842967,14296,14629,12403,241,237
"845",2021-01-01,828671,5497,14554,12162,262,236
"846",2020-12-31,823174,10808,14375,11900,265,226
"847",2020-12-30,812366,19945,14106,11635,231,218
"848",2020-12-29,792421,21837,13683,11404,190,210
"849",2020-12-28,770584,21472,13249,11214,226,208
"850",2020-12-27,749112,8546,12742,10988,246,202
"851",2020-12-26,740566,13774,12556,10742,232,190
"852",2020-12-25,726792,4240,12330,10510,193,178
"853",2020-12-24,722552,8926,13920,10317,207,172
"854",2020-12-23,713626,16986,14984,10110,179,163
"855",2020-12-22,696640,18801,14874,9931,175,156
"856",2020-12-21,677839,17921,14683,9756,179,147
"857",2020-12-20,659918,7245,14615,9577,164,139
"858",2020-12-19,652673,12193,14561,9413,149,133
"859",2020-12-18,640480,15368,14485,9264,153,125
"860",2020-12-17,625112,16375,14259,9111,140,119
"861",2020-12-16,608737,16215,13831,8971,134,112
"862",2020-12-15,592522,17464,13303,8837,111,103
"863",2020-12-14,575058,17447,12720,8726,123,97
"864",2020-12-13,557611,6862,12136,8603,119,91
"865",2020-12-12,550749,11661,11978,8484,96,83
"866",2020-12-11,539088,13790,11533,8388,112,79
"867",2020-12-10,525298,13378,10986,8276,92,71
"868",2020-12-09,511920,12516,10480,8184,71,68
"869",2020-12-08,499404,13385,10155,8113,63,65
"870",2020-12-07,486019,13362,9748,8050,85,63
"871",2020-12-06,472657,5754,9303,7965,63,58
"872",2020-12-05,466903,8549,9175,7902,65,54
"873",2020-12-04,458354,9955,8873,7837,57,51
"874",2020-12-03,448399,9836,8193,7780,73,47
"875",2020-12-02,438563,10243,7220,7707,50,41
"876",2020-12-01,428320,10536,6647,7657,50,40
"877",2020-11-30,417784,10249,6009,7607,48,38
"878",2020-11-29,407535,4858,5428,7559,34,36
"879",2020-11-28,402677,6431,5186,7525,42,37
"880",2020-11-27,396246,5196,4826,7483,34,35
"881",2020-11-26,391050,3026,4791,7449,31,34
"882",2020-11-25,388024,6235,5054,7418,38,35
"883",2020-11-24,381789,6068,4866,7380,36,32
"884",2020-11-23,375721,6182,4681,7344,40,33
"885",2020-11-22,369539,3166,4516,7304,37,30
"886",2020-11-21,366373,3908,4448,7267,32,28
"887",2020-11-20,362465,4950,4334,7235,22,26
"888",2020-11-19,357515,4870,4154,7213,37,26
"889",2020-11-18,352645,4917,3932,7176,23,24
"890",2020-11-17,347728,4772,3691,7153,37,22
"891",2020-11-16,342956,5032,3448,7116,23,19
"892",2020-11-15,337924,2687,3171,7093,22,19
"893",2020-11-14,335237,3113,3004,7071,18,17
"894",2020-11-13,332124,3686,2837,7053,22,16
"895",2020-11-12,328438,3315,2641,7031,20,16
"896",2020-11-11,325123,3229,2496,7011,15,14
"897",2020-11-10,321894,3071,2384,6996,16,14
"898",2020-11-09,318823,3093,2276,6980,17,13
"899",2020-11-08,315730,1520,2204,6963,13,13
"900",2020-11-07,314210,1943,2180,6950,12,13
"901",2020-11-06,312267,2314,2108,6938,18,13
"902",2020-11-05,309953,2301,2009,6920,9,12
"903",2020-11-04,307652,2447,1890,6911,11,13
"904",2020-11-03,305205,2312,1736,6900,13,14
"905",2020-11-02,302893,2593,1610,6887,12,14
"906",2020-11-01,300300,1347,1458,6875,18,14
"907",2020-10-31,298953,1440,1381,6857,13,14
"908",2020-10-30,297513,1620,1330,6844,9,14
"909",2020-10-29,295893,1468,1297,6835,18,16
"910",2020-10-28,294425,1372,1279,6817,13,15
"911",2020-10-27,293053,1430,1296,6804,17,15
"912",2020-10-26,291623,1531,1301,6787,13,15
"913",2020-10-25,290092,807,1327,6774,16,16
"914",2020-10-24,289285,1085,1318,6758,14,15
"915",2020-10-23,288200,1383,1312,6744,20,14
"916",2020-10-22,286817,1348,1296,6724,14,14
"917",2020-10-21,285469,1488,1292,6710,14,14
"918",2020-10-20,283981,1468,1262,6696,14,15
"919",2020-10-19,282513,1708,1227,6682,17,16
"920",2020-10-18,280805,748,1188,6665,9,15
"921",2020-10-17,280057,1041,1186,6656,12,16
"922",2020-10-16,279016,1274,1199,6644,20,16
"923",2020-10-15,277742,1315,1191,6624,14,14
"924",2020-10-14,276427,1278,1171,6610,17,15
"925",2020-10-13,275149,1222,1168,6593,20,16
"926",2020-10-12,273927,1437,1149,6573,15,16
"927",2020-10-11,272490,733,1142,6558,15,16
"928",2020-10-10,271757,1133,1137,6543,9,16
"929",2020-10-09,270624,1218,1104,6534,10,17
"930",2020-10-08,269406,1174,1078,6524,22,17
"931",2020-10-07,268232,1256,1084,6502,22,15
"932",2020-10-06,266976,1093,1075,6480,16,14
"933",2020-10-05,265883,1388,1076,6464,16,13
"934",2020-10-04,264495,694,1042,6448,18,14
"935",2020-10-03,263801,905,1030,6430,12,14
"936",2020-10-02,262896,1038,1011,6418,11,15
"937",2020-10-01,261858,1214,1008,6407,13,16
"938",2020-09-30,260644,1193,980,6394,14,17
"939",2020-09-29,259451,1103,959,6380,10,19
"940",2020-09-28,258348,1149,956,6370,20,20
"941",2020-09-27,257199,609,965,6350,19,20
"942",2020-09-26,256590,771,965,6331,20,19
"943",2020-09-25,255819,1018,960,6311,17,19
"944",2020-09-24,254801,1015,945,6294,19,18
"945",2020-09-23,253786,1051,937,6275,28,18
"946",2020-09-22,252735,1081,942,6247,19,17
"947",2020-09-21,251654,1212,933,6228,16,17
"948",2020-09-20,250442,604,918,6212,15,18
"949",2020-09-19,249838,742,910,6197,16,18
"950",2020-09-18,249096,907,898,6181,14,19
"951",2020-09-17,248189,962,903,6167,19,20
"952",2020-09-16,247227,1083,887,6148,20,21
"953",2020-09-15,246144,1020,865,6128,21,22
"954",2020-09-14,245124,1111,865,6107,18,23
"955",2020-09-13,244013,542,795,6089,19,25
"956",2020-09-12,243471,660,792,6070,20,25
"957",2020-09-11,242811,945,776,6050,26,25
"958",2020-09-10,241866,851,762,6024,25,26
"959",2020-09-09,241015,924,772,5999,28,26
"960",2020-09-08,240091,1024,790,5971,28,25
"961",2020-09-07,239067,622,796,5943,26,25
"962",2020-09-06,238445,515,866,5917,22,26
"963",2020-09-05,237930,552,880,5895,22,28
"964",2020-09-04,237378,843,915,5873,31,29
"965",2020-09-03,236535,922,932,5842,24,28
"966",2020-09-02,235613,1051,945,5818,23,29
"967",2020-09-01,234562,1066,978,5795,28,30
"968",2020-08-31,233496,1116,1013,5767,31,31
"969",2020-08-30,232380,608,1082,5736,34,30
"970",2020-08-29,231772,797,1085,5702,35,29
"971",2020-08-28,230975,967,1094,5667,24,29
"972",2020-08-27,230008,1009,1126,5643,31,31
"973",2020-08-26,228999,1282,1164,5612,28,32
"974",2020-08-25,227717,1312,1158,5584,31,34
"975",2020-08-24,226405,1599,1178,5553,26,34
"976",2020-08-23,224806,631,1165,5527,30,36
"977",2020-08-22,224175,859,1179,5497,36,37
"978",2020-08-21,223316,1193,1216,5461,34,36
"979",2020-08-20,222123,1269,1233,5427,37,36
"980",2020-08-19,220854,1241,1244,5390,45,35
"981",2020-08-18,219613,1456,1273,5345,29,34
"982",2020-08-17,218157,1503,1284,5316,39,36
"983",2020-08-16,216654,729,1351,5277,37,37
"984",2020-08-15,215925,1119,1370,5240,33,37
"985",2020-08-14,214806,1314,1412,5207,33,37
"986",2020-08-13,213492,1349,1510,5174,31,37
"987",2020-08-12,212143,1438,1585,5143,34,38
"988",2020-08-11,210705,1533,1648,5109,43,38
"989",2020-08-10,209172,1978,1708,5066,46,40
"990",2020-08-09,207194,857,1712,5020,40,39
"991",2020-08-08,206337,1415,1716,4980,35,39
"992",2020-08-07,204922,1999,1730,4945,33,40
"993",2020-08-06,202923,1874,1724,4912,37,41
"994",2020-08-05,201049,1880,1734,4875,35,42
"995",2020-08-04,199169,1954,1772,4840,51,43
"996",2020-08-03,197215,2007,1821,4789,42,40
"997",2020-08-02,195208,881,1882,4747,39,40
"998",2020-08-01,194327,1518,1908,4708,46,41
"999",2020-07-31,192809,1954,1970,4662,39,41
"1000",2020-07-30,190855,1946,2038,4623,41,41
"1001",2020-07-29,188909,2146,2125,4582,40,41
"1002",2020-07-28,186763,2293,2217,4542,33,42
"1003",2020-07-27,184470,2436,2295,4509,43,44
"1004",2020-07-26,182034,1063,2413,4466,44,44
"1005",2020-07-25,180971,1953,2454,4422,46,43
"1006",2020-07-24,179018,2431,2493,4376,39,41
"1007",2020-07-23,176587,2550,2585,4337,40,41
"1008",2020-07-22,174037,2796,2680,4297,52,41
"1009",2020-07-21,171241,2839,2710,4245,46,39
"1010",2020-07-20,168402,3259,2739,4199,41,39
"1011",2020-07-19,165143,1348,2741,4158,37,41
"1012",2020-07-18,163795,2227,2776,4121,32,40
"1013",2020-07-17,161568,3078,2784,4089,36,41
"1014",2020-07-16,158490,3210,2790,4053,44,41
"1015",2020-07-15,155280,3006,2763,4009,38,40
"1016",2020-07-14,152274,3047,2812,3971,47,39
"1017",2020-07-13,149227,3268,2860,3924,56,37
"1018",2020-07-12,145959,1598,2819,3868,30,34
"1019",2020-07-11,144361,2278,2834,3838,34,36
"1020",2020-07-10,142083,3123,2712,3804,40,35
"1021",2020-07-09,138960,3021,2534,3764,32,34
"1022",2020-07-08,135939,3351,2536,3732,36,35
"1023",2020-07-07,132588,3381,2537,3696,33,34
"1024",2020-07-06,129207,2980,2458,3663,35,35
"1025",2020-07-05,126227,1705,2465,3628,39,35
"1026",2020-07-04,124522,1422,2456,3589,29,35
"1027",2020-07-03,123100,1878,2548,3560,33,34
"1028",2020-07-02,121222,3032,2654,3527,41,34
"1029",2020-07-01,118190,3361,2593,3486,30,31
"1030",2020-06-30,114829,2825,2508,3456,38,33
"1031",2020-06-29,112004,3034,2496,3418,32,30
"1032",2020-06-28,108970,1642,2453,3386,40,30
"1033",2020-06-27,107328,2065,2430,3346,24,29
"1034",2020-06-26,105263,2622,2401,3322,30,31
"1035",2020-06-25,102641,2601,2331,3292,26,32
"1036",2020-06-24,100040,2770,2264,3266,39,33
"1037",2020-06-23,97270,2741,2184,3227,22,33
"1038",2020-06-22,94529,2728,2089,3205,31,33
"1039",2020-06-21,91801,1480,2018,3174,30,33
"1040",2020-06-20,90321,1868,1948,3144,40,33
"1041",2020-06-19,88453,2127,1871,3104,37,31
"1042",2020-06-18,86326,2131,1794,3067,29,30
"1043",2020-06-17,84195,2216,1697,3038,40,30
"1044",2020-06-16,81979,2075,1604,2998,24,28
"1045",2020-06-15,79904,2231,1505,2974,32,30
"1046",2020-06-14,77673,990,1417,2942,29,31
"1047",2020-06-13,76683,1329,1378,2913,29,31
"1048",2020-06-12,75354,1587,1346,2884,30,32
"1049",2020-06-11,73767,1453,1317,2854,25,34
"1050",2020-06-10,72314,1566,1327,2829,26,37
"1051",2020-06-09,70748,1382,1295,2803,37,40
"1052",2020-06-08,69366,1612,1300,2766,38,39
"1053",2020-06-07,67754,719,1246,2728,35,39
"1054",2020-06-06,67035,1101,1213,2693,36,38
"1055",2020-06-05,65934,1384,1187,2657,40,39
"1056",2020-06-04,64550,1527,1204,2617,46,38
"1057",2020-06-03,63023,1340,1167,2571,45,36
"1058",2020-06-02,61683,1417,1176,2526,30,36
"1059",2020-06-01,60266,1233,1217,2496,41,38
"1060",2020-05-31,59033,489,1178,2455,31,36
"1061",2020-05-30,58544,916,1182,2424,37,37
"1062",2020-05-29,57628,1503,1158,2387,33,37
"1063",2020-05-28,56125,1272,1082,2354,32,38
"1064",2020-05-27,54853,1403,1035,2322,50,38
"1065",2020-05-26,53450,1703,999,2272,41,35
"1066",2020-05-25,51747,961,890,2231,28,36
"1067",2020-05-24,50786,515,920,2203,39,38
"1068",2020-05-23,50271,749,925,2164,35,38
"1069",2020-05-22,49522,972,927,2129,43,41
"1070",2020-05-21,48550,940,948,2086,28,41
"1071",2020-05-20,47610,1150,992,2058,30,41
"1072",2020-05-19,46460,944,963,2028,48,43
"1073",2020-05-18,45516,1173,987,1980,46,43
"1074",2020-05-17,44343,550,990,1934,38,41
"1075",2020-05-16,43793,763,995,1896,52,40
"1076",2020-05-15,43030,1118,987,1844,43,40
"1077",2020-05-14,41912,1245,971,1801,33,41
"1078",2020-05-13,40667,946,929,1768,43,43
"1079",2020-05-12,39721,1117,938,1725,48,45
"1080",2020-05-11,38604,1188,955,1677,28,43
"1081",2020-05-10,37416,586,914,1649,32,45
"1082",2020-05-09,36830,710,899,1617,52,47
"1083",2020-05-08,36120,1003,899,1565,50,47
"1084",2020-05-07,35117,953,889,1515,50,45
"1085",2020-05-06,34164,1006,884,1465,52,44
"1086",2020-05-05,33158,1236,882,1413,37,42
"1087",2020-05-04,31922,907,843,1376,44,45
"1088",2020-05-03,31015,475,869,1332,44,44
"1089",2020-05-02,30540,714,888,1288,49,44
"1090",2020-05-01,29826,931,914,1239,36,42
"1091",2020-04-30,28895,920,927,1203,45,43
"1092",2020-04-29,27975,991,935,1158,42,44
"1093",2020-04-28,26984,963,905,1116,54,45
"1094",2020-04-27,26021,1091,893,1062,37,43
"1095",2020-04-26,24930,605,873,1025,42,44
"1096",2020-04-25,24325,899,857,983,39,43
"1097",2020-04-24,23426,1021,816,944,44,43
"1098",2020-04-23,22405,972,790,900,51,43
"1099",2020-04-22,21433,786,760,849,47,44
"1100",2020-04-21,20647,874,769,802,40,42
"1101",2020-04-20,19773,954,740,762,47,43
"1102",2020-04-19,18819,494,701,715,36,42
"1103",2020-04-18,18325,609,694,679,38,42
"1104",2020-04-17,17716,840,675,641,39,41
"1105",2020-04-16,16876,762,638,602,58,40
"1106",2020-04-15,16114,849,611,544,35,36
"1107",2020-04-14,15265,670,577,509,47,37
"1108",2020-04-13,14595,685,580,462,41,34
"1109",2020-04-12,13910,440,559,421,37,31
"1110",2020-04-11,13470,478,580,384,30,29
"1111",2020-04-10,12992,581,596,354,30,27
"1112",2020-04-09,12411,573,625,324,35,27
"1113",2020-04-08,11838,611,631,289,40,25
"1114",2020-04-07,11227,694,632,249,25,22
"1115",2020-04-06,10533,536,625,224,17,21
"1116",2020-04-05,9997,590,637,207,23,20
"1117",2020-04-04,9407,589,606,184,21,19
"1118",2020-04-03,8818,784,578,163,26,17
"1119",2020-04-02,8034,616,520,137,23,15
"1120",2020-04-01,7418,616,485,114,19,12
"1121",2020-03-31,6802,644,458,95,17,10
"1122",2020-03-30,6158,621,406,78,11,8
"1123",2020-03-29,5537,374,361,67,15,8
"1124",2020-03-28,5163,389,345,52,8,6
"1125",2020-03-27,4774,378,318,44,9,5
"1126",2020-03-26,4396,372,302,35,4,4
"1127",2020-03-25,4024,430,280,31,7,4
"1128",2020-03-24,3594,281,246,24,3,3
"1129",2020-03-23,3313,304,236,21,7,3
"1130",2020-03-22,3009,260,225,14,4,2
"1131",2020-03-21,2749,199,213,10,3,1
"1132",2020-03-20,2550,265,205,7,3,1
"1133",2020-03-19,2285,219,189,4,4,1
"1134",2020-03-18,2066,192,181,0,0,0
"1135",2020-03-17,1874,212,173,0,0,0
"1136",2020-03-16,1662,230,156,0,0,0
"1137",2020-03-15,1432,171,136,0,0,0
"1138",2020-03-14,1261,148,119,0,0,0
"1139",2020-03-13,1113,153,104,0,0,0
"1140",2020-03-12,960,163,88,0,0,0
"1141",2020-03-11,797,131,70,0,0,0
"1142",2020-03-10,666,99,54,0,0,0
"1143",2020-03-09,567,90,41,0,0,0
"1144",2020-03-08,477,49,31,0,0,0
"1145",2020-03-07,428,41,28,0,0,0
"1146",2020-03-06,387,43,NA,0,0,NA
"1147",2020-03-05,344,34,NA,0,0,NA
"1148",2020-03-04,310,19,NA,0,0,NA
"1149",2020-03-03,291,13,NA,0,0,NA
"1150",2020-03-02,278,19,NA,0,0,NA
"1151",2020-03-01,259,25,NA,0,0,NA
